GUIA,FECHA_DE_PEDIDO,FECHA_DE_EMBARQUE,DIAS_EMBARQUE,A_TIEMPO,ID_PEDIDO,FACTURA,IMPORTE_FACTURA,CLIENTE,COSIGNADO,CAJAS,N_PIEZAS,TIPO_UNIDAD,TARIFA_CAMION,TARIFA_PAQUETERIA,MANIOBRAS,REPARTOS,COSTO_TOTAL_FLETE,TIPO_FLETE,NEGOCIO,LINEA_TRANSPORTE,STATUS,MES,UBICACION,CIUDAD,ESTADO,RUTA
2945,2006-02-24,2006-02-27,3,0,68785,412534,295,COMERSA,V. DE LA HDA ,2,12,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,SANCHEZ,ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2945,2006-02-24,2006-02-27,3,0,68783,412533,5347,COMERSA,V. DE LA HDA ,24,112,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,SANCHEZ,ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2945,2006-02-24,2006-02-27,3,0,68464,412523,2030,COMERSA,EL DORADO ,9,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,SANCHEZ,ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2945,2006-02-24,2006-02-27,3,0,68647,412524,7434,COMERSA,EL DORADO ,34,160,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,SANCHEZ,ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2945,2006-02-24,2006-02-27,3,0,68648,412525,442,COMERSA,EL DORADO ,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,SANCHEZ,ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2945,2006-02-24,2006-02-27,3,0,68932,412542,295,COMERSA,ARBOLEDAS,2,12,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,SANCHEZ,ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2945,2006-02-24,2006-02-27,3,0,68931,412541,5347,COMERSA,ARBOLEDAS,24,112,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,SANCHEZ,ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2945,2006-02-24,2006-02-27,3,0,68930,412540,1353,COMERSA,ARBOLEDAS,6,12,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,SANCHEZ,ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2949,2006-02-24,2006-02-27,3,0,68841,412576,398,COMERSA,LAS TORRES,2,8,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,TAFOLLA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2949,2006-02-24,2006-02-27,3,0,68907,412577,199,COMERSA,ERMITA ,1,4,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,TAFOLLA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2949,2006-02-24,2006-02-27,3,0,68790,412583,147,COMERSA,IZTAPALAPA ,1,6,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,TAFOLLA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2949,2006-02-24,2006-02-27,3,0,68789,412582,2185,COMERSA,IZTAPALAPA ,12,52,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,TAFOLLA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2949,2006-02-24,2006-02-27,3,0,68788,412581,902,COMERSA,IZTAPALAPA ,4,8,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,TAFOLLA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2949,2006-02-24,2006-02-27,3,0,68753,412580,295,COMERSA,TULYEHUALCO ,2,12,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,TAFOLLA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2949,2006-02-24,2006-02-27,3,0,68752,412579,5347,COMERSA,TULYEHUALCO ,24,112,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,TAFOLLA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2949,2006-02-24,2006-02-27,3,0,68751,412578,1353,COMERSA,TULYEHUALCO ,6,12,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,TAFOLLA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2950,2006-02-16,2006-02-17,1,1,67923,411488,56182,NUEVA WAL MART,CRUCE DE ANDEN ,81,324,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,ZEPEDA,ENTREGADO ,2006-02-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2951,2006-02-24,2006-02-28,4,0,68886,412599,442,COMERSA,MEGA COAPA ,3,18,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68885,412598,8715,COMERSA,MEGA COAPA ,40,186,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68884,412597,2255,COMERSA,MEGA COAPA ,10,20,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68733,412596,442,COMERSA,VILLA COAPA ,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68732,412595,7434,COMERSA,VILLA COAPA ,34,160,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68731,412594,2030,COMERSA,VILLA COAPA ,9,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68620,412592,2030,COMERSA,INSURGENTES,9,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68622,412593,442,COMERSA,INSURGENTES,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68879,412600,902,COMERSA,COAPA ,4,8,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68880,412601,2185,COMERSA,COAPA ,12,52,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2951,2006-02-24,2006-02-28,4,0,68881,412602,147,COMERSA,COAPA ,1,6,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2953,2006-02-24,2006-02-28,4,0,68700,412630,442,COMERSA,ROJO GOMEZ,3,18,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,PEREZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2953,2006-02-24,2006-02-28,4,0,68699,412629,7434,COMERSA,ROJO GOMEZ,34,160,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,PEREZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2953,2006-02-24,2006-02-28,4,0,68698,412628,2030,COMERSA,ROJO GOMEZ,9,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,PEREZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2953,2006-02-24,2006-02-28,4,0,68712,412633,295,COMERSA,LOS REYES,2,12,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,PEREZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2953,2006-02-24,2006-02-28,4,0,68711,412632,5347,COMERSA,LOS REYES,24,112,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,PEREZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2953,2006-02-24,2006-02-28,4,0,68710,412631,1353,COMERSA,LOS REYES,6,12,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,PEREZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2954,2006-02-23,2006-02-28,5,0,68397,412634,7932,COMERSA,MIXCOAC,32,172,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2954,2006-02-23,2006-02-28,5,0,68403,412635,10733,COMERSA,SAN JERONIMO ,43,282,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2954,2006-02-23,2006-02-28,5,0,68472,412636,9538,COMERSA,O. DE LOS PADRES,28,196,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68658,412638,8715,COMERSA,MIXCOAC,40,186,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68657,412637,2255,COMERSA,MIXCOAC,10,20,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68659,412639,442,COMERSA,MIXCOAC,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68673,412640,398,COMERSA,SAN JERONIMO ,2,8,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68675,412641,2255,COMERSA,SAN JERONIMO ,10,20,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68676,412642,8715,COMERSA,SAN JERONIMO ,40,186,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68677,412643,442,COMERSA,SAN JERONIMO ,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68800,412644,8715,COMERSA,O. DE LOS PADRES,40,186,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68807,412645,2255,COMERSA,O. DE LOS PADRES,10,20,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2955,2006-02-24,2006-02-28,4,0,68808,412646,442,COMERSA,O. DE LOS PADRES,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68621,412647,7434,COMERSA,ASTURIAS,34,160,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68624,412648,2030,COMERSA,ASTURIAS,9,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68626,412649,7434,COMERSA,ASTURIAS,34,160,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68628,412650,442,COMERSA,ASTURIAS,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68630,412651,2255,COMERSA,PILARES,10,20,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68631,412652,8715,COMERSA,PILARES,40,186,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68632,412653,442,COMERSA,PILARES,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68715,412654,8715,COMERSA,LA VIGA,40,186,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68716,412655,2255,COMERSA,LA VIGA,10,20,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68718,412656,8715,COMERSA,LA VIGA,40,186,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2956,2006-02-24,2006-02-28,4,0,68719,412657,442,COMERSA,LA VIGA,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,LEDESMA ,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2957,2006-02-24,2006-02-27,3,0,68933,412465,2255,COMERSA,COYOACAN ,10,20,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2957,2006-02-24,2006-02-27,3,0,68934,412466,8715,COMERSA,COYOACAN ,40,186,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2957,2006-02-24,2006-02-27,3,0,68935,412467,442,COMERSA,COYOACAN ,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2957,2006-02-24,2006-02-27,3,0,68937,412468,2255,COMERSA,GRAN SUR,10,20,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2957,2006-02-24,2006-02-27,3,0,68938,412469,8715,COMERSA,GRAN SUR,40,186,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2957,2006-02-24,2006-02-27,3,0,68939,412470,442,COMERSA,GRAN SUR,3,18,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2957,2006-02-24,2006-02-27,3,0,68660,412471,597,COMERSA,TLALPAN ,3,12,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2230,2006-02-04,2006-02-24,20,0,67296,410946,8590,COMERCIAL FERRETERA ERMITA,COMERCIAL FERRETERA ERMITA,1,55,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES OLIVARES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2230,2006-02-04,2006-02-24,20,0,67368,410966,13105,COMERCIAL FERRETERA ERMITA,COMERCIAL FERRETERA ERMITA,5,267,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES OLIVARES,ENTREGADO ,2006-02-01,Sur,MERIDA ,YUCATAN,Península
2233,2006-02-07,2006-02-24,17,0,67317,410937,3612,FERRETODO,FERRETODO,1,31,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES MEJIA,ENTREGADO ,2006-02-01,Centro,ECATEPEC,EDO DE MEXICO,Local
2233,2006-02-07,2006-02-24,17,0,67369,410964,1391,FERRETODO,FERRETODO,1,13,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MEJIA,ENTREGADO ,2006-02-01,Centro,ECATEPEC,EDO DE MEXICO,Local
2233,2006-02-07,2006-02-24,17,0,67354,410967,3572,DISTRIBUIDORA  DIAL,DISTRIBUIDORA  DIAL,1,375,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MEJIA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2234,2006-02-07,2006-02-24,17,0,67370,410968,2869,DIANA MIRANDA SANTANA,DIANA MIRANDA SANTANA,1,162,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES MEJIA,ENTREGADO ,2006-02-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2234,2006-02-07,2006-02-24,17,0,67294,410944,5996,SURTIDORA FERRTERA VALLEJO,SURTIDORA FERRTERA VALLEJO,3,27,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MEJIA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2234,2006-02-07,2006-02-24,17,0,67293,410943,17471,SURTIDORA FERRTERA VALLEJO,SURTIDORA FERRTERA VALLEJO,4,289,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MEJIA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2234,2006-02-07,2006-02-24,17,0,67351,410965,8043,LEON WEILL,LEON WEILL,2,78,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MEJIA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2234,2006-02-07,2006-02-24,17,0,67292,410942,28046,IMPORTACIONES TOLEDO,IMPORTACIONES TOLEDO,10,10,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MEJIA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2236,2006-02-07,2006-02-24,17,0,67298,410938,3406,DISTRIBUIDORA CRUZA,DISTRIBUIDORA CRUZA,2,93,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES QUINTANAR,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2237,2006-02-08,2006-02-24,16,0,67546,411133,3565,RICARDO GALVEZ ZEPDA,RICARDO GALVEZ ZEPDA,1,73,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES MARSA,ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2237,2006-02-08,2006-02-24,16,0,67295,410947,2455,HTAS LUCORT,HTAS LUCORT,1,330,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MARSA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2237,2006-02-08,2006-02-24,16,0,67472,411103,1713,LEON WEILL,LEON WEILL,1,22,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MARSA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2237,2006-02-08,2006-02-24,16,0,67765,411148,17177,LEON WEILL,LEON WEILL,4,178,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MARSA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2238,2006-02-08,2006-02-24,16,0,67538,411129,10354,ALBERTO ROMERO VALADEZ,ALBERTO ROMERO VALADEZ,2,294,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES ZEPEDA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2238,2006-02-08,2006-02-24,16,0,67404,411131,1485,VAZQUEZ NMENDOZA,VAZQUEZ NMENDOZA,1,200,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES ZEPEDA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2238,2006-02-08,2006-02-24,16,0,67536,411132,3012,ARTURO CRUZ,ARTURO CRUZ,1,250,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES ZEPEDA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2238,2006-02-08,2006-02-24,16,0,67395,411032,358,DISTRIBUIDORA DIAL,DISTRIBUIDORA DIAL,1,4,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES ZEPEDA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2239,2006-02-11,2006-02-24,13,0,67770,411162,3101,FERRETODO,FERRETODO,1,9,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES LEDESMA,ENTREGADO ,2006-02-01,Centro,ECATEPEC,EDO DE MEXICO,Local
2239,2006-02-11,2006-02-24,13,0,67475,411128,3924,FERRETODO,FERRETODO,1,26,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES LEDESMA,ENTREGADO ,2006-02-01,Centro,ECATEPEC,EDO DE MEXICO,Local
2239,2006-02-11,2006-02-24,13,0,67816,411210,2973,FERRETODO,FERRETODO,1,32,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES LEDESMA,ENTREGADO ,2006-02-01,Centro,ECATEPEC,EDO DE MEXICO,Local
2240,2006-02-11,2006-02-24,13,0,67763,411149,3802,DISTRIBUIDORA DIAL,DISTRIBUIDORA DIAL,1,200,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES LEDESMA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2241,2006-02-11,2006-02-24,13,1,67265,411126,1481,HOME DEPOT,HOME DEPOT,3,28,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES MARSA,ENTREGADO ,2006-02-01,Centro,NAUCALPAN ,EDO DE MEXICO,Local
2241,2006-02-11,2006-02-24,13,1,66183,411035,1210,HOME DEPOT,HOME DEPOT,1,200,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MARSA,ENTREGADO ,2006-02-01,Centro,NAUCALPAN ,EDO DE MEXICO,Local
2241,2006-02-11,2006-02-24,13,1,67503,411124,10817,HOME DEPOT,HOME DEPOT,3,755,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES MARSA,ENTREGADO ,2006-02-01,Centro,INTERLOMAS,EDO DE MEXICO,Centro_Occidente
2245,2006-02-11,2006-02-24,13,1,67263,411099,5421,HOME DEPOT,HOME DEPOT,10,66,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES ZEPEDA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2245,2006-02-11,2006-02-24,13,0,67776,411168,629,CASA KIMURA,CASA KIMURA,1,40,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES ZEPEDA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2245,2006-02-11,2006-02-24,13,0,67539,411130,1552,HTAS  Y REF CASA CUEVA,HTAS  Y REF CASA CUEVA,1,20,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES ZEPEDA,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2252,2006-02-13,2006-02-24,11,0,67887,411336,11807,FERRETERIA ELIZONDO,FERRETERIA ELIZONDO,1,45,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES  CORTES,ENTREGADO ,2006-02-01,Norte,MONTERREY ,NUEVO LEON,Norte
2252,2006-02-13,2006-02-24,11,0,67542,411334,3968,MARIA ELENA,MARIA ELENA,1,321,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES  CORTES,ENTREGADO ,2006-02-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2252,2006-02-13,2006-02-24,11,0,67892,411332,5041,FERRETEDO,FERRETEDO,1,51,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES  CORTES,ENTREGADO ,2006-02-01,Centro,ECATEPEC,EDO DE MEXICO,Local
2252,2006-02-13,2006-02-24,11,0,67891,411343,24706,PROVEDORAINDS,PROVEDORAINDS,3,1237,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES  CORTES,ENTREGADO ,2006-02-01,Norte,MONTERREY ,NUEVO LEON,Norte
2252,2006-02-13,2006-02-24,11,0,67891,411342,7921,SOLADURA EQUIPO,SOLADURA EQUIPO,1,142,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES  CORTES,ENTREGADO ,2006-02-01,Norte,HERMOSILLO,SONORA,Pacifico I
2253,2006-02-13,2006-02-24,11,0,67783,411153,1981,FERRECSA,FERRECSA,1,5,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2253,2006-02-13,2006-02-24,11,1,67341,411046,518,HOME DEPOT,HOME DEPOT,0,34,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2253,2006-02-13,2006-02-24,11,0,67775,411163,5715,DISTRIBUIDORA FERRETERA MARINA,DISTRIBUIDORA FERRETERA MARINA,0,103,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2254,2006-02-13,2006-02-24,11,0,67551,411156,58293,IMPORTACIONES TOLEDO,IMPORTACIONES TOLEDO,2,3670,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2254,2006-02-13,2006-02-24,11,0,67552,411170,165327,IMPORTACIONES TOLEDO,IMPORTACIONES TOLEDO,20,9775,CAMIONETA,0,0,0,0,0,LOCAL,IRWIN,TRANSPORTES CORTES,ENTREGADO ,2006-02-01,Centro,MEXICO ,D.F. ,Local
2255,2006-02-13,2006-02-24,11,1,67812,411346,10892,HOME DEPOT,HOME DEPOT,4,149,CAMIONETA,750,0,0,0,750,LOCAL,IRWIN,TRANSPORTES OLIVARES},ENTREGADO ,2006-02-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
